park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
170,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9745,0.9550,0.9850,1.0640,1.0600,0.9310,0.9450,0.9050,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,335,373,423,437,419,366,337,9,9,9,9,9,9,9,"Grand Slam Ballpark","default_grass.jpg","default_grass.jpg",0,7900,0,0,0,0,"","",1
171,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0525,0.9550,1.1050,1.0940,1.1100,0.9920,1.0550,0.8750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,328,363,412,431,422,375,333,7,7,7,7,7,15,15,"Naturals Ballpark","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
172,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,1.0080,1.0300,0.9865,0.9900,0.9800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,335,361,397,426,391,354,330,7,7,7,7,7,7,7,"Ballpark of Harwood Heights","default_grass.jpg","default_grass.jpg",0,7800,0,0,0,0,"","",1
173,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9650,0.9650,0.9650,0.8920,0.8700,0.9980,1.0050,0.9850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,323,356,381,424,384,346,319,9,9,9,13,9,9,9,"Tyrants Ballpark","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
174,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9655,0.9850,0.9550,0.9220,0.8500,1.0190,1.0050,1.0450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,328,347,383,426,379,350,319,10,10,10,10,10,10,10,"Ballpark of Hesperia","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
175,0,0,344,370,153,373,443,224,86,315,254,303,0,266,259,420,333,47,150,67,264,440,0,317,428,278,226,268,217,167,153,191,0.9805,1.0000,0.9700,0.9700,1.1500,0.8425,0.8600,0.8100,49,52,54,56,59,61,63,64,64,61,55,50,3,3,3,3,1,0,0,0,0,1,3,3,11,5,339,364,404,399,421,365,309,8,8,8,8,8,8,8,"AT&T Park","at_t_park_d.webp","at_t_park_n.webp",0,41503,0,0,0,0,"./at_t_park/","at_t_park.pod",0
176,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9720,0.9850,0.9650,1.0820,1.1300,1.0350,1.0350,1.0350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,322,354,389,419,385,344,320,7,7,7,7,7,7,7,"White Wings Ballpark","default_turf.jpg","default_turf.jpg",0,7900,0,0,1,0,"","",1
177,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0245,1.0050,1.0350,0.9620,0.8900,1.0755,1.0650,1.0950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,322,353,381,417,379,345,318,9,9,9,9,9,9,9,"Ballpark of Deal","default_grass.jpg","default_grass.jpg",0,8700,0,0,0,0,"","",1
178,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0030,0.9900,1.0100,0.9480,1.0100,1.0165,1.0200,1.0100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,332,359,403,425,397,358,325,7,7,7,7,7,7,7,"Ballpark of Moreno Valley","default_grass.jpg","default_grass.jpg",0,7800,0,0,0,0,"","",1
179,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0435,1.1800,0.9700,0.9480,1.0000,1.0395,0.9800,1.1500,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,339,365,406,419,384,342,322,17,17,13,9,9,9,9,"Newport Grounds","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
180,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9980,1.0100,0.9600,0.9600,0.9600,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,328,363,400,422,396,352,322,10,10,10,15,10,10,10,"Express Ballpark","default_grass.jpg","default_grass.jpg",0,9700,0,0,0,0,"","",1
181,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0450,1.0450,1.0450,0.9620,0.8700,1.0585,1.0550,1.0650,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,7,323,346,376,421,380,348,314,7,7,7,11,7,7,7,"Spring Ballpark","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
182,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9845,0.9650,0.9950,0.7700,0.7100,1.1085,1.1050,1.1150,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,307,331,350,411,349,319,301,9,9,9,13,9,9,9,"Ballpark of Oakland HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
183,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9855,1.0050,0.9750,0.8000,0.6700,1.1180,1.1250,1.1050,22,28,39,51,62,73,78,75,66,54,38,27,2,2,3,3,3,3,3,3,3,2,3,2,10,2,307,332,352,411,343,325,308,7,7,7,12,7,7,7,"Buccaneers Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
184,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9985,1.0050,0.9950,0.9500,0.9600,1.0915,1.0950,1.0850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,310,328,347,408,345,320,309,9,9,9,14,9,9,9,"Keys Ballpark","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
185,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.8820,0.8900,1.0810,1.0950,1.0550,57,58,58,61,63,66,69,71,70,67,62,58,2,3,3,1,0,0,0,0,0,1,1,2,8,3,319,347,384,421,379,340,318,10,10,10,10,10,10,10,"Frozen Ropes Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
186,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0255,1.0450,1.0150,0.9320,0.8600,1.0915,1.0950,1.0850,29,32,39,48,59,68,74,72,65,54,45,35,4,3,4,4,4,3,3,3,3,3,4,3,12,6,323,352,376,414,376,340,317,9,9,9,9,9,9,9,"Boston HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
187,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1340,0.9650,1.2250,1.0740,1.0900,1.0610,1.1450,0.9050,73,73,74,76,77,80,81,82,82,80,78,75,3,3,3,3,3,3,2,3,3,3,3,3,11,8,332,359,401,429,413,370,332,9,9,9,14,9,17,17,"Tarpons Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
188,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9780,0.9650,0.9850,1.0540,1.1000,0.9110,0.9250,0.8850,32,34,41,50,60,69,75,74,67,57,47,37,3,3,4,4,4,3,3,3,3,3,3,3,12,8,335,374,419,437,418,370,337,9,9,9,15,9,9,9,"Bluebirds Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
189,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0415,1.1650,0.9750,0.9220,0.9200,1.0815,1.0150,1.2050,27,33,44,54,64,74,79,77,68,57,43,31,3,3,3,4,4,3,3,3,3,3,3,3,11,1,334,363,388,422,367,334,321,15,15,7,7,7,7,7,"Silverbacks Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
190,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0690,1.0950,1.0550,1.0740,1.1100,1.0280,1.0350,1.0150,22,27,37,48,59,68,73,72,64,52,39,27,3,3,4,4,3,3,3,3,3,3,4,3,10,6,341,364,415,432,404,364,335,10,10,10,10,10,10,10,"Pilots Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
191,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9435,0.9500,0.9400,1.1100,1.2300,0.8400,0.8400,0.8400,25,28,38,48,59,68,72,70,63,52,41,31,5,5,5,5,4,4,3,3,3,3,5,5,10,2,343,386,437,446,431,387,339,10,10,10,10,10,10,10,"Akron HS Grounds","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
192,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9435,0.9500,0.9400,1.1500,1.2200,0.8560,0.8700,0.8300,37,41,50,59,67,75,79,78,71,60,49,41,3,4,4,4,3,3,3,3,3,3,3,3,8,5,345,385,440,440,439,382,341,6,6,6,6,6,6,6,"Astronauts Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
193,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0320,1.1750,0.9550,0.9720,0.8500,1.0675,1.0150,1.1650,17,23,34,46,58,67,72,69,61,49,36,23,3,3,4,4,4,4,3,3,3,3,3,3,10,4,331,358,394,422,363,337,318,17,17,9,13,9,6,6,"Field of the Swordfish","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
194,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9962,1.1100,0.9350,0.9980,0.9700,1.0057,0.9550,1.1000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,337,367,411,425,384,344,327,17,17,13,9,8,6,6,"Ballpark of Jersey City HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
195,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9500,0.9500,0.9500,1.1680,1.2600,0.9535,0.9500,0.9600,27,31,42,52,63,72,75,74,66,55,43,32,4,3,4,4,4,3,3,3,3,3,3,4,10,7,333,362,404,433,404,362,325,9,9,9,9,9,9,9,"River Hawks Ballpark","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
196,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9655,0.9850,0.9550,1.0940,1.1300,0.9255,0.9150,0.9450,50,55,62,68,75,81,84,85,80,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,6,334,373,419,433,419,374,333,10,10,10,10,10,10,10,"Sioux Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
197,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0620,1.0750,1.0550,1.0440,1.1100,1.0220,1.0150,1.0350,40,43,47,50,56,61,67,67,62,53,45,40,6,6,6,5,3,3,3,1,3,4,7,7,7,3,340,367,412,424,401,366,332,9,9,9,9,9,9,9,"Salem HS Grounds","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
198,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9750,0.9750,0.9750,1.0540,1.1400,0.9115,0.9150,0.9050,35,38,47,56,66,75,79,77,71,59,49,40,3,3,4,3,3,3,3,3,3,3,3,3,9,1,337,375,416,430,414,374,336,7,7,7,13,7,7,7,"Rawhide Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
199,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.9120,0.9200,1.0650,1.0650,1.0650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,323,344,384,421,373,343,320,9,9,9,9,9,9,9,"Ballpark of Virginia Beach HS","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
200,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0450,1.0450,1.0450,0.9020,0.8800,1.0550,1.0550,1.0550,50,55,62,69,76,82,84,84,79,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,4,321,345,384,419,378,346,322,9,9,9,9,9,9,9,"Field of the Stallions","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
201,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9740,0.9350,0.9950,1.0140,1.0900,0.9300,0.9650,0.8650,43,47,54,62,70,77,80,79,73,63,53,45,3,3,4,3,3,3,3,4,3,2,3,3,9,2,326,365,413,434,426,376,335,6,6,8,9,13,17,17,"Atlanta HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
202,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9655,0.9850,0.9550,1.0740,1.1100,0.9280,0.9350,0.9150,43,47,55,61,69,76,80,80,74,63,53,46,3,3,4,3,3,3,3,4,3,2,3,3,7,7,342,374,416,437,415,367,332,9,9,9,9,9,9,9,"Night Train Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
203,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.1550,0.9550,1.0620,1.1000,1.0640,1.0150,1.1550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,331,355,395,419,372,341,316,20,20,12,16,12,12,12,"Ballpark of Aurora HS","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
204,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0170,1.0300,1.0100,1.0280,1.0400,0.9835,0.9800,0.9900,40,43,47,51,57,63,68,69,64,54,46,40,6,6,6,5,4,3,3,2,3,4,7,7,8,2,331,359,398,426,395,358,321,10,10,10,16,10,10,10,"Ballpark of Portland HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
205,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0430,1.0300,1.0500,0.8160,0.7500,1.1465,1.1500,1.1400,39,43,51,60,68,75,80,79,72,60,50,42,4,4,4,3,3,4,3,4,3,3,3,3,6,3,312,334,363,407,358,328,314,9,9,9,9,9,9,9,"Millers Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
206,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0275,1.1250,0.9750,0.8820,0.8800,1.0745,1.0150,1.1850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,337,356,390,414,372,332,317,17,17,13,9,9,6,6,"Brigands Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
207,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9230,0.9750,0.8950,0.9120,0.9100,0.9600,0.9250,1.0250,32,36,44,53,63,72,77,75,67,55,46,37,3,3,4,4,3,3,3,3,3,3,3,3,9,5,332,357,401,429,382,338,322,15,15,11,12,7,7,7,"Ballpark of Baltimore HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
208,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,1.0380,0.9900,1.0095,1.0200,0.9900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,334,363,400,430,394,361,326,9,9,9,9,9,9,9,"Ballpark of Fayetteville HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
209,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9865,0.9800,0.9900,0.9780,0.9500,0.9930,1.0000,0.9800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,333,359,398,424,399,360,324,10,10,10,10,10,10,10,"Ballpark of Corona HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
210,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9000,0.9000,0.9000,1.1180,1.2900,0.8995,0.9100,0.8800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,327,367,407,437,405,359,329,6,6,6,6,6,6,6,"Ballpark of Fontana HS","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
211,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9952,1.0700,0.9550,0.9480,0.9600,1.0092,0.9550,1.1100,25,27,37,48,60,69,74,72,64,52,41,30,4,4,4,4,4,3,3,3,3,3,4,4,10,4,335,372,410,430,381,348,323,17,17,13,9,9,9,9,"Red Aces Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
212,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0800,0.9500,1.1500,0.9780,1.0300,1.0405,1.1000,0.9300,57,58,58,61,63,66,69,71,70,67,62,58,2,3,3,1,0,0,0,0,0,1,1,2,8,1,322,350,389,425,398,365,327,10,10,10,16,10,18,18,"Barnstormers Stadium","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
213,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9870,1.0000,0.9800,1.0180,0.9900,0.9800,0.9800,0.9800,27,33,44,54,64,74,79,77,68,57,43,31,3,3,3,4,4,3,3,3,3,3,3,3,11,6,330,361,404,430,394,357,327,7,7,7,7,7,7,7,"Seahawks Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
214,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0465,1.0400,1.0500,0.9480,0.9800,1.0665,1.0700,1.0600,37,41,50,59,67,75,79,78,71,60,49,41,3,4,4,4,3,3,3,3,3,3,3,3,8,7,331,357,399,425,394,355,330,10,10,10,10,10,10,10,"Silver Stars Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
215,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9910,0.9650,1.0050,1.2540,1.3600,0.9250,0.9250,0.9250,30,35,46,57,67,76,80,78,70,58,45,34,3,3,4,4,3,3,3,3,3,3,3,3,10,8,338,378,422,436,418,369,330,10,10,10,14,10,10,10,"Ballpark of St. Louis HS","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
216,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0350,1.0350,1.0350,1.0540,1.1400,0.9620,0.9550,0.9750,45,51,57,65,74,82,83,81,75,65,53,45,2,1,1,1,1,1,1,3,2,2,1,2,10,8,336,370,413,430,406,363,333,10,10,10,16,10,10,10,"Anglers Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
217,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0245,1.0050,1.0350,1.0740,1.1300,0.9585,0.9550,0.9650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,340,375,412,432,408,364,337,7,7,7,7,7,7,7,"Ballpark of Pomona HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
218,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9845,0.9650,0.9950,0.8820,0.9400,1.0180,1.0250,1.0050,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,324,353,381,418,380,345,323,10,10,10,10,10,10,10,"Shorebirds Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
219,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0185,1.0250,1.0150,0.9220,0.8500,1.0780,1.0850,1.0650,44,49,57,65,73,81,85,84,78,67,55,47,3,3,3,3,3,3,3,2,3,2,3,2,11,3,322,347,376,422,373,342,320,7,7,7,7,7,7,7,"Arlington HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
220,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9880,0.9750,0.9950,0.8820,0.8600,1.0450,1.0450,1.0450,43,47,55,61,69,76,80,80,74,63,53,46,3,3,4,3,3,3,3,4,3,2,3,3,7,1,326,354,388,422,383,344,315,9,9,9,9,9,9,9,"Ballpark of Birmingham HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
221,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9880,0.9750,0.9950,1.2040,1.3800,0.8955,0.8850,0.9150,58,59,60,63,65,67,71,73,72,68,62,58,3,3,3,2,1,0,0,0,0,1,2,2,7,6,337,371,422,439,417,368,337,9,9,9,14,9,9,9,"Judges Ballpark","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
222,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9975,0.9000,1.0500,0.9480,1.0200,1.0010,1.0500,0.9100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,322,352,393,427,404,363,327,9,9,9,9,9,17,17,"Riverside HS Grounds","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
223,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0200,1.0200,1.0200,0.9580,0.9800,0.9970,0.9900,1.0100,52,55,61,66,74,80,82,82,79,69,60,54,3,3,3,3,3,4,4,6,3,2,3,3,6,1,335,357,405,422,397,353,324,7,7,7,7,7,7,7,"Ballpark of Tallahassee HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
224,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9245,0.9050,0.9350,0.8920,0.8800,0.9690,0.9550,0.9950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,324,356,388,427,390,354,319,9,9,9,9,9,9,9,"Thieves Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
225,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9660,0.8750,1.0150,0.9720,0.8700,1.0255,1.0850,0.9150,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,319,341,383,423,389,359,314,9,9,9,9,13,17,17,"New Haven HS Fields","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
226,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9715,0.9650,0.9750,0.8920,0.8600,1.0080,1.0150,0.9950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,320,356,385,417,382,345,319,7,7,7,12,7,7,7,"Highlanders Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
